id,rho_filename,ux_filename,uy_filename,uz_filename
8216909069650050717,RHO_kgm-3_id8216909069650050717.dat,UX_ms-1_id8216909069650050717.dat,UY_ms-1_id8216909069650050717.dat,UZ_ms-1_id8216909069650050717.dat
-1674887268945010203,RHO_kgm-3_id-1674887268945010203.dat,UX_ms-1_id-1674887268945010203.dat,UY_ms-1_id-1674887268945010203.dat,UZ_ms-1_id-1674887268945010203.dat
-7766128220175962659,RHO_kgm-3_id-7766128220175962659.dat,UX_ms-1_id-7766128220175962659.dat,UY_ms-1_id-7766128220175962659.dat,UZ_ms-1_id-7766128220175962659.dat
2131109892287530480,RHO_kgm-3_id2131109892287530480.dat,UX_ms-1_id2131109892287530480.dat,UY_ms-1_id2131109892287530480.dat,UZ_ms-1_id2131109892287530480.dat
-7367103450774511506,RHO_kgm-3_id-7367103450774511506.dat,UX_ms-1_id-7367103450774511506.dat,UY_ms-1_id-7367103450774511506.dat,UZ_ms-1_id-7367103450774511506.dat
-1468275985033412979,RHO_kgm-3_id-1468275985033412979.dat,UX_ms-1_id-1468275985033412979.dat,UY_ms-1_id-1468275985033412979.dat,UZ_ms-1_id-1468275985033412979.dat
-3792187022322223199,RHO_kgm-3_id-3792187022322223199.dat,UX_ms-1_id-3792187022322223199.dat,UY_ms-1_id-3792187022322223199.dat,UZ_ms-1_id-3792187022322223199.dat
-7457046150761680784,RHO_kgm-3_id-7457046150761680784.dat,UX_ms-1_id-7457046150761680784.dat,UY_ms-1_id-7457046150761680784.dat,UZ_ms-1_id-7457046150761680784.dat
-4309149078050186696,RHO_kgm-3_id-4309149078050186696.dat,UX_ms-1_id-4309149078050186696.dat,UY_ms-1_id-4309149078050186696.dat,UZ_ms-1_id-4309149078050186696.dat
-6682325504192480353,RHO_kgm-3_id-6682325504192480353.dat,UX_ms-1_id-6682325504192480353.dat,UY_ms-1_id-6682325504192480353.dat,UZ_ms-1_id-6682325504192480353.dat
4716631191289257829,RHO_kgm-3_id4716631191289257829.dat,UX_ms-1_id4716631191289257829.dat,UY_ms-1_id4716631191289257829.dat,UZ_ms-1_id4716631191289257829.dat
-3054053599553502897,RHO_kgm-3_id-3054053599553502897.dat,UX_ms-1_id-3054053599553502897.dat,UY_ms-1_id-3054053599553502897.dat,UZ_ms-1_id-3054053599553502897.dat
-4086840215957394170,RHO_kgm-3_id-4086840215957394170.dat,UX_ms-1_id-4086840215957394170.dat,UY_ms-1_id-4086840215957394170.dat,UZ_ms-1_id-4086840215957394170.dat
7228360130407704415,RHO_kgm-3_id7228360130407704415.dat,UX_ms-1_id7228360130407704415.dat,UY_ms-1_id7228360130407704415.dat,UZ_ms-1_id7228360130407704415.dat
-7251652825960533484,RHO_kgm-3_id-7251652825960533484.dat,UX_ms-1_id-7251652825960533484.dat,UY_ms-1_id-7251652825960533484.dat,UZ_ms-1_id-7251652825960533484.dat
-1569899452302633582,RHO_kgm-3_id-1569899452302633582.dat,UX_ms-1_id-1569899452302633582.dat,UY_ms-1_id-1569899452302633582.dat,UZ_ms-1_id-1569899452302633582.dat
-2596824101889305775,RHO_kgm-3_id-2596824101889305775.dat,UX_ms-1_id-2596824101889305775.dat,UY_ms-1_id-2596824101889305775.dat,UZ_ms-1_id-2596824101889305775.dat
6527648011387969213,RHO_kgm-3_id6527648011387969213.dat,UX_ms-1_id6527648011387969213.dat,UY_ms-1_id6527648011387969213.dat,UZ_ms-1_id6527648011387969213.dat
-3697378685171147443,RHO_kgm-3_id-3697378685171147443.dat,UX_ms-1_id-3697378685171147443.dat,UY_ms-1_id-3697378685171147443.dat,UZ_ms-1_id-3697378685171147443.dat
329765301312350350,RHO_kgm-3_id329765301312350350.dat,UX_ms-1_id329765301312350350.dat,UY_ms-1_id329765301312350350.dat,UZ_ms-1_id329765301312350350.dat
7023335150083329661,RHO_kgm-3_id7023335150083329661.dat,UX_ms-1_id7023335150083329661.dat,UY_ms-1_id7023335150083329661.dat,UZ_ms-1_id7023335150083329661.dat
-4630420631061700003,RHO_kgm-3_id-4630420631061700003.dat,UX_ms-1_id-4630420631061700003.dat,UY_ms-1_id-4630420631061700003.dat,UZ_ms-1_id-4630420631061700003.dat
7818660611092122979,RHO_kgm-3_id7818660611092122979.dat,UX_ms-1_id7818660611092122979.dat,UY_ms-1_id7818660611092122979.dat,UZ_ms-1_id7818660611092122979.dat
-6697617468738740257,RHO_kgm-3_id-6697617468738740257.dat,UX_ms-1_id-6697617468738740257.dat,UY_ms-1_id-6697617468738740257.dat,UZ_ms-1_id-6697617468738740257.dat
-4688792337761374619,RHO_kgm-3_id-4688792337761374619.dat,UX_ms-1_id-4688792337761374619.dat,UY_ms-1_id-4688792337761374619.dat,UZ_ms-1_id-4688792337761374619.dat
-2955383147367080046,RHO_kgm-3_id-2955383147367080046.dat,UX_ms-1_id-2955383147367080046.dat,UY_ms-1_id-2955383147367080046.dat,UZ_ms-1_id-2955383147367080046.dat
-463128088191874051,RHO_kgm-3_id-463128088191874051.dat,UX_ms-1_id-463128088191874051.dat,UY_ms-1_id-463128088191874051.dat,UZ_ms-1_id-463128088191874051.dat
9149849447824128726,RHO_kgm-3_id9149849447824128726.dat,UX_ms-1_id9149849447824128726.dat,UY_ms-1_id9149849447824128726.dat,UZ_ms-1_id9149849447824128726.dat
-2730673946930131820,RHO_kgm-3_id-2730673946930131820.dat,UX_ms-1_id-2730673946930131820.dat,UY_ms-1_id-2730673946930131820.dat,UZ_ms-1_id-2730673946930131820.dat
2349936755478284302,RHO_kgm-3_id2349936755478284302.dat,UX_ms-1_id2349936755478284302.dat,UY_ms-1_id2349936755478284302.dat,UZ_ms-1_id2349936755478284302.dat
7186852400110248422,RHO_kgm-3_id7186852400110248422.dat,UX_ms-1_id7186852400110248422.dat,UY_ms-1_id7186852400110248422.dat,UZ_ms-1_id7186852400110248422.dat
8964972041804379882,RHO_kgm-3_id8964972041804379882.dat,UX_ms-1_id8964972041804379882.dat,UY_ms-1_id8964972041804379882.dat,UZ_ms-1_id8964972041804379882.dat
5947499192596040974,RHO_kgm-3_id5947499192596040974.dat,UX_ms-1_id5947499192596040974.dat,UY_ms-1_id5947499192596040974.dat,UZ_ms-1_id5947499192596040974.dat
-1797880854001996385,RHO_kgm-3_id-1797880854001996385.dat,UX_ms-1_id-1797880854001996385.dat,UY_ms-1_id-1797880854001996385.dat,UZ_ms-1_id-1797880854001996385.dat
-903745357507540716,RHO_kgm-3_id-903745357507540716.dat,UX_ms-1_id-903745357507540716.dat,UY_ms-1_id-903745357507540716.dat,UZ_ms-1_id-903745357507540716.dat
7785450700392434122,RHO_kgm-3_id7785450700392434122.dat,UX_ms-1_id7785450700392434122.dat,UY_ms-1_id7785450700392434122.dat,UZ_ms-1_id7785450700392434122.dat
-3551791417350570541,RHO_kgm-3_id-3551791417350570541.dat,UX_ms-1_id-3551791417350570541.dat,UY_ms-1_id-3551791417350570541.dat,UZ_ms-1_id-3551791417350570541.dat
7029864408770994967,RHO_kgm-3_id7029864408770994967.dat,UX_ms-1_id7029864408770994967.dat,UY_ms-1_id7029864408770994967.dat,UZ_ms-1_id7029864408770994967.dat
-1057797145229481708,RHO_kgm-3_id-1057797145229481708.dat,UX_ms-1_id-1057797145229481708.dat,UY_ms-1_id-1057797145229481708.dat,UZ_ms-1_id-1057797145229481708.dat
3509669976620582085,RHO_kgm-3_id3509669976620582085.dat,UX_ms-1_id3509669976620582085.dat,UY_ms-1_id3509669976620582085.dat,UZ_ms-1_id3509669976620582085.dat
5901878898154554149,RHO_kgm-3_id5901878898154554149.dat,UX_ms-1_id5901878898154554149.dat,UY_ms-1_id5901878898154554149.dat,UZ_ms-1_id5901878898154554149.dat
-3799121671481068879,RHO_kgm-3_id-3799121671481068879.dat,UX_ms-1_id-3799121671481068879.dat,UY_ms-1_id-3799121671481068879.dat,UZ_ms-1_id-3799121671481068879.dat
5743528501388830280,RHO_kgm-3_id5743528501388830280.dat,UX_ms-1_id5743528501388830280.dat,UY_ms-1_id5743528501388830280.dat,UZ_ms-1_id5743528501388830280.dat
-4827274724852617448,RHO_kgm-3_id-4827274724852617448.dat,UX_ms-1_id-4827274724852617448.dat,UY_ms-1_id-4827274724852617448.dat,UZ_ms-1_id-4827274724852617448.dat
2807639793315578218,RHO_kgm-3_id2807639793315578218.dat,UX_ms-1_id2807639793315578218.dat,UY_ms-1_id2807639793315578218.dat,UZ_ms-1_id2807639793315578218.dat
9221007771982698514,RHO_kgm-3_id9221007771982698514.dat,UX_ms-1_id9221007771982698514.dat,UY_ms-1_id9221007771982698514.dat,UZ_ms-1_id9221007771982698514.dat
5589309002171128801,RHO_kgm-3_id5589309002171128801.dat,UX_ms-1_id5589309002171128801.dat,UY_ms-1_id5589309002171128801.dat,UZ_ms-1_id5589309002171128801.dat
-3266113302257922870,RHO_kgm-3_id-3266113302257922870.dat,UX_ms-1_id-3266113302257922870.dat,UY_ms-1_id-3266113302257922870.dat,UZ_ms-1_id-3266113302257922870.dat
-1496412279047820579,RHO_kgm-3_id-1496412279047820579.dat,UX_ms-1_id-1496412279047820579.dat,UY_ms-1_id-1496412279047820579.dat,UZ_ms-1_id-1496412279047820579.dat
4648277352481355907,RHO_kgm-3_id4648277352481355907.dat,UX_ms-1_id4648277352481355907.dat,UY_ms-1_id4648277352481355907.dat,UZ_ms-1_id4648277352481355907.dat
4229214501091451941,RHO_kgm-3_id4229214501091451941.dat,UX_ms-1_id4229214501091451941.dat,UY_ms-1_id4229214501091451941.dat,UZ_ms-1_id4229214501091451941.dat
2908754001399403592,RHO_kgm-3_id2908754001399403592.dat,UX_ms-1_id2908754001399403592.dat,UY_ms-1_id2908754001399403592.dat,UZ_ms-1_id2908754001399403592.dat
3280562795534623633,RHO_kgm-3_id3280562795534623633.dat,UX_ms-1_id3280562795534623633.dat,UY_ms-1_id3280562795534623633.dat,UZ_ms-1_id3280562795534623633.dat
-6281069352258568115,RHO_kgm-3_id-6281069352258568115.dat,UX_ms-1_id-6281069352258568115.dat,UY_ms-1_id-6281069352258568115.dat,UZ_ms-1_id-6281069352258568115.dat
8401250642009755632,RHO_kgm-3_id8401250642009755632.dat,UX_ms-1_id8401250642009755632.dat,UY_ms-1_id8401250642009755632.dat,UZ_ms-1_id8401250642009755632.dat
2937790873267376566,RHO_kgm-3_id2937790873267376566.dat,UX_ms-1_id2937790873267376566.dat,UY_ms-1_id2937790873267376566.dat,UZ_ms-1_id2937790873267376566.dat
-2814430996981730871,RHO_kgm-3_id-2814430996981730871.dat,UX_ms-1_id-2814430996981730871.dat,UY_ms-1_id-2814430996981730871.dat,UZ_ms-1_id-2814430996981730871.dat
7330650156148033036,RHO_kgm-3_id7330650156148033036.dat,UX_ms-1_id7330650156148033036.dat,UY_ms-1_id7330650156148033036.dat,UZ_ms-1_id7330650156148033036.dat
7856793356642620232,RHO_kgm-3_id7856793356642620232.dat,UX_ms-1_id7856793356642620232.dat,UY_ms-1_id7856793356642620232.dat,UZ_ms-1_id7856793356642620232.dat
2828774529209149976,RHO_kgm-3_id2828774529209149976.dat,UX_ms-1_id2828774529209149976.dat,UY_ms-1_id2828774529209149976.dat,UZ_ms-1_id2828774529209149976.dat
4924950497856539796,RHO_kgm-3_id4924950497856539796.dat,UX_ms-1_id4924950497856539796.dat,UY_ms-1_id4924950497856539796.dat,UZ_ms-1_id4924950497856539796.dat
-8030868436692782131,RHO_kgm-3_id-8030868436692782131.dat,UX_ms-1_id-8030868436692782131.dat,UY_ms-1_id-8030868436692782131.dat,UZ_ms-1_id-8030868436692782131.dat
180698099568709319,RHO_kgm-3_id180698099568709319.dat,UX_ms-1_id180698099568709319.dat,UY_ms-1_id180698099568709319.dat,UZ_ms-1_id180698099568709319.dat
1478378329237959333,RHO_kgm-3_id1478378329237959333.dat,UX_ms-1_id1478378329237959333.dat,UY_ms-1_id1478378329237959333.dat,UZ_ms-1_id1478378329237959333.dat
7338470872862952289,RHO_kgm-3_id7338470872862952289.dat,UX_ms-1_id7338470872862952289.dat,UY_ms-1_id7338470872862952289.dat,UZ_ms-1_id7338470872862952289.dat
7404318412107163669,RHO_kgm-3_id7404318412107163669.dat,UX_ms-1_id7404318412107163669.dat,UY_ms-1_id7404318412107163669.dat,UZ_ms-1_id7404318412107163669.dat
-8210195022004169787,RHO_kgm-3_id-8210195022004169787.dat,UX_ms-1_id-8210195022004169787.dat,UY_ms-1_id-8210195022004169787.dat,UZ_ms-1_id-8210195022004169787.dat
-6927257397353588959,RHO_kgm-3_id-6927257397353588959.dat,UX_ms-1_id-6927257397353588959.dat,UY_ms-1_id-6927257397353588959.dat,UZ_ms-1_id-6927257397353588959.dat
6976846174375088876,RHO_kgm-3_id6976846174375088876.dat,UX_ms-1_id6976846174375088876.dat,UY_ms-1_id6976846174375088876.dat,UZ_ms-1_id6976846174375088876.dat
1084862996016977918,RHO_kgm-3_id1084862996016977918.dat,UX_ms-1_id1084862996016977918.dat,UY_ms-1_id1084862996016977918.dat,UZ_ms-1_id1084862996016977918.dat
-6434815821709009168,RHO_kgm-3_id-6434815821709009168.dat,UX_ms-1_id-6434815821709009168.dat,UY_ms-1_id-6434815821709009168.dat,UZ_ms-1_id-6434815821709009168.dat
-7814359949375980556,RHO_kgm-3_id-7814359949375980556.dat,UX_ms-1_id-7814359949375980556.dat,UY_ms-1_id-7814359949375980556.dat,UZ_ms-1_id-7814359949375980556.dat
2915409372658591462,RHO_kgm-3_id2915409372658591462.dat,UX_ms-1_id2915409372658591462.dat,UY_ms-1_id2915409372658591462.dat,UZ_ms-1_id2915409372658591462.dat
3969987033709132935,RHO_kgm-3_id3969987033709132935.dat,UX_ms-1_id3969987033709132935.dat,UY_ms-1_id3969987033709132935.dat,UZ_ms-1_id3969987033709132935.dat
1221021027544957168,RHO_kgm-3_id1221021027544957168.dat,UX_ms-1_id1221021027544957168.dat,UY_ms-1_id1221021027544957168.dat,UZ_ms-1_id1221021027544957168.dat
-5072469029478321906,RHO_kgm-3_id-5072469029478321906.dat,UX_ms-1_id-5072469029478321906.dat,UY_ms-1_id-5072469029478321906.dat,UZ_ms-1_id-5072469029478321906.dat
3261513373206399550,RHO_kgm-3_id3261513373206399550.dat,UX_ms-1_id3261513373206399550.dat,UY_ms-1_id3261513373206399550.dat,UZ_ms-1_id3261513373206399550.dat
-1368511676979677598,RHO_kgm-3_id-1368511676979677598.dat,UX_ms-1_id-1368511676979677598.dat,UY_ms-1_id-1368511676979677598.dat,UZ_ms-1_id-1368511676979677598.dat
-3686062220522887673,RHO_kgm-3_id-3686062220522887673.dat,UX_ms-1_id-3686062220522887673.dat,UY_ms-1_id-3686062220522887673.dat,UZ_ms-1_id-3686062220522887673.dat
-8683751387162507377,RHO_kgm-3_id-8683751387162507377.dat,UX_ms-1_id-8683751387162507377.dat,UY_ms-1_id-8683751387162507377.dat,UZ_ms-1_id-8683751387162507377.dat
735151074865238016,RHO_kgm-3_id735151074865238016.dat,UX_ms-1_id735151074865238016.dat,UY_ms-1_id735151074865238016.dat,UZ_ms-1_id735151074865238016.dat
-4153003003484674967,RHO_kgm-3_id-4153003003484674967.dat,UX_ms-1_id-4153003003484674967.dat,UY_ms-1_id-4153003003484674967.dat,UZ_ms-1_id-4153003003484674967.dat
-8029588184435891440,RHO_kgm-3_id-8029588184435891440.dat,UX_ms-1_id-8029588184435891440.dat,UY_ms-1_id-8029588184435891440.dat,UZ_ms-1_id-8029588184435891440.dat
-9147703862747340483,RHO_kgm-3_id-9147703862747340483.dat,UX_ms-1_id-9147703862747340483.dat,UY_ms-1_id-9147703862747340483.dat,UZ_ms-1_id-9147703862747340483.dat
-5997931246243271067,RHO_kgm-3_id-5997931246243271067.dat,UX_ms-1_id-5997931246243271067.dat,UY_ms-1_id-5997931246243271067.dat,UZ_ms-1_id-5997931246243271067.dat
5796596012958707165,RHO_kgm-3_id5796596012958707165.dat,UX_ms-1_id5796596012958707165.dat,UY_ms-1_id5796596012958707165.dat,UZ_ms-1_id5796596012958707165.dat
8257813838588991385,RHO_kgm-3_id8257813838588991385.dat,UX_ms-1_id8257813838588991385.dat,UY_ms-1_id8257813838588991385.dat,UZ_ms-1_id8257813838588991385.dat
-2050419783311429378,RHO_kgm-3_id-2050419783311429378.dat,UX_ms-1_id-2050419783311429378.dat,UY_ms-1_id-2050419783311429378.dat,UZ_ms-1_id-2050419783311429378.dat
-3907930706191033230,RHO_kgm-3_id-3907930706191033230.dat,UX_ms-1_id-3907930706191033230.dat,UY_ms-1_id-3907930706191033230.dat,UZ_ms-1_id-3907930706191033230.dat
-7367575204612724970,RHO_kgm-3_id-7367575204612724970.dat,UX_ms-1_id-7367575204612724970.dat,UY_ms-1_id-7367575204612724970.dat,UZ_ms-1_id-7367575204612724970.dat
-7338723620718448814,RHO_kgm-3_id-7338723620718448814.dat,UX_ms-1_id-7338723620718448814.dat,UY_ms-1_id-7338723620718448814.dat,UZ_ms-1_id-7338723620718448814.dat
-9172575876523024182,RHO_kgm-3_id-9172575876523024182.dat,UX_ms-1_id-9172575876523024182.dat,UY_ms-1_id-9172575876523024182.dat,UZ_ms-1_id-9172575876523024182.dat
-4629995821786604195,RHO_kgm-3_id-4629995821786604195.dat,UX_ms-1_id-4629995821786604195.dat,UY_ms-1_id-4629995821786604195.dat,UZ_ms-1_id-4629995821786604195.dat
-6996076855140643815,RHO_kgm-3_id-6996076855140643815.dat,UX_ms-1_id-6996076855140643815.dat,UY_ms-1_id-6996076855140643815.dat,UZ_ms-1_id-6996076855140643815.dat
-7446966740404812036,RHO_kgm-3_id-7446966740404812036.dat,UX_ms-1_id-7446966740404812036.dat,UY_ms-1_id-7446966740404812036.dat,UZ_ms-1_id-7446966740404812036.dat
833993544786779406,RHO_kgm-3_id833993544786779406.dat,UX_ms-1_id833993544786779406.dat,UY_ms-1_id833993544786779406.dat,UZ_ms-1_id833993544786779406.dat
7114411303790313221,RHO_kgm-3_id7114411303790313221.dat,UX_ms-1_id7114411303790313221.dat,UY_ms-1_id7114411303790313221.dat,UZ_ms-1_id7114411303790313221.dat
-4115944503957692172,RHO_kgm-3_id-4115944503957692172.dat,UX_ms-1_id-4115944503957692172.dat,UY_ms-1_id-4115944503957692172.dat,UZ_ms-1_id-4115944503957692172.dat
8010033820211478986,RHO_kgm-3_id8010033820211478986.dat,UX_ms-1_id8010033820211478986.dat,UY_ms-1_id8010033820211478986.dat,UZ_ms-1_id8010033820211478986.dat
1068330123140727137,RHO_kgm-3_id1068330123140727137.dat,UX_ms-1_id1068330123140727137.dat,UY_ms-1_id1068330123140727137.dat,UZ_ms-1_id1068330123140727137.dat
5570703803664895354,RHO_kgm-3_id5570703803664895354.dat,UX_ms-1_id5570703803664895354.dat,UY_ms-1_id5570703803664895354.dat,UZ_ms-1_id5570703803664895354.dat
4988994744673544241,RHO_kgm-3_id4988994744673544241.dat,UX_ms-1_id4988994744673544241.dat,UY_ms-1_id4988994744673544241.dat,UZ_ms-1_id4988994744673544241.dat
442282297723573668,RHO_kgm-3_id442282297723573668.dat,UX_ms-1_id442282297723573668.dat,UY_ms-1_id442282297723573668.dat,UZ_ms-1_id442282297723573668.dat
-3234334488875823233,RHO_kgm-3_id-3234334488875823233.dat,UX_ms-1_id-3234334488875823233.dat,UY_ms-1_id-3234334488875823233.dat,UZ_ms-1_id-3234334488875823233.dat
-2311470180661351987,RHO_kgm-3_id-2311470180661351987.dat,UX_ms-1_id-2311470180661351987.dat,UY_ms-1_id-2311470180661351987.dat,UZ_ms-1_id-2311470180661351987.dat
1092682436973103393,RHO_kgm-3_id1092682436973103393.dat,UX_ms-1_id1092682436973103393.dat,UY_ms-1_id1092682436973103393.dat,UZ_ms-1_id1092682436973103393.dat
1353339160028045252,RHO_kgm-3_id1353339160028045252.dat,UX_ms-1_id1353339160028045252.dat,UY_ms-1_id1353339160028045252.dat,UZ_ms-1_id1353339160028045252.dat
1808332690446585176,RHO_kgm-3_id1808332690446585176.dat,UX_ms-1_id1808332690446585176.dat,UY_ms-1_id1808332690446585176.dat,UZ_ms-1_id1808332690446585176.dat
-1664692732539741361,RHO_kgm-3_id-1664692732539741361.dat,UX_ms-1_id-1664692732539741361.dat,UY_ms-1_id-1664692732539741361.dat,UZ_ms-1_id-1664692732539741361.dat
753194400361104509,RHO_kgm-3_id753194400361104509.dat,UX_ms-1_id753194400361104509.dat,UY_ms-1_id753194400361104509.dat,UZ_ms-1_id753194400361104509.dat
1552307178202930102,RHO_kgm-3_id1552307178202930102.dat,UX_ms-1_id1552307178202930102.dat,UY_ms-1_id1552307178202930102.dat,UZ_ms-1_id1552307178202930102.dat
3026053431934656861,RHO_kgm-3_id3026053431934656861.dat,UX_ms-1_id3026053431934656861.dat,UY_ms-1_id3026053431934656861.dat,UZ_ms-1_id3026053431934656861.dat
-1760738127558216009,RHO_kgm-3_id-1760738127558216009.dat,UX_ms-1_id-1760738127558216009.dat,UY_ms-1_id-1760738127558216009.dat,UZ_ms-1_id-1760738127558216009.dat
4358044806494637000,RHO_kgm-3_id4358044806494637000.dat,UX_ms-1_id4358044806494637000.dat,UY_ms-1_id4358044806494637000.dat,UZ_ms-1_id4358044806494637000.dat
-5201598221943950111,RHO_kgm-3_id-5201598221943950111.dat,UX_ms-1_id-5201598221943950111.dat,UY_ms-1_id-5201598221943950111.dat,UZ_ms-1_id-5201598221943950111.dat
6399896759544743381,RHO_kgm-3_id6399896759544743381.dat,UX_ms-1_id6399896759544743381.dat,UY_ms-1_id6399896759544743381.dat,UZ_ms-1_id6399896759544743381.dat
7101478676674016069,RHO_kgm-3_id7101478676674016069.dat,UX_ms-1_id7101478676674016069.dat,UY_ms-1_id7101478676674016069.dat,UZ_ms-1_id7101478676674016069.dat
6159212165738851037,RHO_kgm-3_id6159212165738851037.dat,UX_ms-1_id6159212165738851037.dat,UY_ms-1_id6159212165738851037.dat,UZ_ms-1_id6159212165738851037.dat
-8406218915538051498,RHO_kgm-3_id-8406218915538051498.dat,UX_ms-1_id-8406218915538051498.dat,UY_ms-1_id-8406218915538051498.dat,UZ_ms-1_id-8406218915538051498.dat
8974915628484891006,RHO_kgm-3_id8974915628484891006.dat,UX_ms-1_id8974915628484891006.dat,UY_ms-1_id8974915628484891006.dat,UZ_ms-1_id8974915628484891006.dat
5731370343130583808,RHO_kgm-3_id5731370343130583808.dat,UX_ms-1_id5731370343130583808.dat,UY_ms-1_id5731370343130583808.dat,UZ_ms-1_id5731370343130583808.dat
8958738139593279019,RHO_kgm-3_id8958738139593279019.dat,UX_ms-1_id8958738139593279019.dat,UY_ms-1_id8958738139593279019.dat,UZ_ms-1_id8958738139593279019.dat
-7809752203381471773,RHO_kgm-3_id-7809752203381471773.dat,UX_ms-1_id-7809752203381471773.dat,UY_ms-1_id-7809752203381471773.dat,UZ_ms-1_id-7809752203381471773.dat
264414061442413183,RHO_kgm-3_id264414061442413183.dat,UX_ms-1_id264414061442413183.dat,UY_ms-1_id264414061442413183.dat,UZ_ms-1_id264414061442413183.dat
635526438225710294,RHO_kgm-3_id635526438225710294.dat,UX_ms-1_id635526438225710294.dat,UY_ms-1_id635526438225710294.dat,UZ_ms-1_id635526438225710294.dat
1410902146337059905,RHO_kgm-3_id1410902146337059905.dat,UX_ms-1_id1410902146337059905.dat,UY_ms-1_id1410902146337059905.dat,UZ_ms-1_id1410902146337059905.dat
3136411209574578880,RHO_kgm-3_id3136411209574578880.dat,UX_ms-1_id3136411209574578880.dat,UY_ms-1_id3136411209574578880.dat,UZ_ms-1_id3136411209574578880.dat
6674537177653205908,RHO_kgm-3_id6674537177653205908.dat,UX_ms-1_id6674537177653205908.dat,UY_ms-1_id6674537177653205908.dat,UZ_ms-1_id6674537177653205908.dat
1715461401184597902,RHO_kgm-3_id1715461401184597902.dat,UX_ms-1_id1715461401184597902.dat,UY_ms-1_id1715461401184597902.dat,UZ_ms-1_id1715461401184597902.dat
3398938130442709966,RHO_kgm-3_id3398938130442709966.dat,UX_ms-1_id3398938130442709966.dat,UY_ms-1_id3398938130442709966.dat,UZ_ms-1_id3398938130442709966.dat
7254223439219151953,RHO_kgm-3_id7254223439219151953.dat,UX_ms-1_id7254223439219151953.dat,UY_ms-1_id7254223439219151953.dat,UZ_ms-1_id7254223439219151953.dat
3061740006310723188,RHO_kgm-3_id3061740006310723188.dat,UX_ms-1_id3061740006310723188.dat,UY_ms-1_id3061740006310723188.dat,UZ_ms-1_id3061740006310723188.dat
-3697591089978948531,RHO_kgm-3_id-3697591089978948531.dat,UX_ms-1_id-3697591089978948531.dat,UY_ms-1_id-3697591089978948531.dat,UZ_ms-1_id-3697591089978948531.dat
-6012633488056481091,RHO_kgm-3_id-6012633488056481091.dat,UX_ms-1_id-6012633488056481091.dat,UY_ms-1_id-6012633488056481091.dat,UZ_ms-1_id-6012633488056481091.dat
-2290799820793024507,RHO_kgm-3_id-2290799820793024507.dat,UX_ms-1_id-2290799820793024507.dat,UY_ms-1_id-2290799820793024507.dat,UZ_ms-1_id-2290799820793024507.dat
-1724168228694305855,RHO_kgm-3_id-1724168228694305855.dat,UX_ms-1_id-1724168228694305855.dat,UY_ms-1_id-1724168228694305855.dat,UZ_ms-1_id-1724168228694305855.dat
2194394695377086204,RHO_kgm-3_id2194394695377086204.dat,UX_ms-1_id2194394695377086204.dat,UY_ms-1_id2194394695377086204.dat,UZ_ms-1_id2194394695377086204.dat
-2628544473268569366,RHO_kgm-3_id-2628544473268569366.dat,UX_ms-1_id-2628544473268569366.dat,UY_ms-1_id-2628544473268569366.dat,UZ_ms-1_id-2628544473268569366.dat
-3048323861749271150,RHO_kgm-3_id-3048323861749271150.dat,UX_ms-1_id-3048323861749271150.dat,UY_ms-1_id-3048323861749271150.dat,UZ_ms-1_id-3048323861749271150.dat
-4375061649252047983,RHO_kgm-3_id-4375061649252047983.dat,UX_ms-1_id-4375061649252047983.dat,UY_ms-1_id-4375061649252047983.dat,UZ_ms-1_id-4375061649252047983.dat
7920250910696379519,RHO_kgm-3_id7920250910696379519.dat,UX_ms-1_id7920250910696379519.dat,UY_ms-1_id7920250910696379519.dat,UZ_ms-1_id7920250910696379519.dat
4925162902494087700,RHO_kgm-3_id4925162902494087700.dat,UX_ms-1_id4925162902494087700.dat,UY_ms-1_id4925162902494087700.dat,UZ_ms-1_id4925162902494087700.dat
5096362241478260342,RHO_kgm-3_id5096362241478260342.dat,UX_ms-1_id5096362241478260342.dat,UY_ms-1_id5096362241478260342.dat,UZ_ms-1_id5096362241478260342.dat
-8037200857722197510,RHO_kgm-3_id-8037200857722197510.dat,UX_ms-1_id-8037200857722197510.dat,UY_ms-1_id-8037200857722197510.dat,UZ_ms-1_id-8037200857722197510.dat
5973114349890790393,RHO_kgm-3_id5973114349890790393.dat,UX_ms-1_id5973114349890790393.dat,UY_ms-1_id5973114349890790393.dat,UZ_ms-1_id5973114349890790393.dat
-9172363472225982646,RHO_kgm-3_id-9172363472225982646.dat,UX_ms-1_id-9172363472225982646.dat,UY_ms-1_id-9172363472225982646.dat,UZ_ms-1_id-9172363472225982646.dat
2173643106437893479,RHO_kgm-3_id2173643106437893479.dat,UX_ms-1_id2173643106437893479.dat,UY_ms-1_id2173643106437893479.dat,UZ_ms-1_id2173643106437893479.dat
-2161559029288867041,RHO_kgm-3_id-2161559029288867041.dat,UX_ms-1_id-2161559029288867041.dat,UY_ms-1_id-2161559029288867041.dat,UZ_ms-1_id-2161559029288867041.dat
3628017238812483652,RHO_kgm-3_id3628017238812483652.dat,UX_ms-1_id3628017238812483652.dat,UY_ms-1_id3628017238812483652.dat,UZ_ms-1_id3628017238812483652.dat
8900306236168997861,RHO_kgm-3_id8900306236168997861.dat,UX_ms-1_id8900306236168997861.dat,UY_ms-1_id8900306236168997861.dat,UZ_ms-1_id8900306236168997861.dat
